Reaction ID,Reaction (Long),Reaction (Short),Reversible,Enzyme,Genes,PATHWAY
R10067,Kaur-16-en-18-oic acid + 3 [Reduced NADPH---hemoprotein reductase] + 3 Oxygen <=> Gibberellin A12 + 3 [Oxidized NADPH---hemoprotein reductase] + 4 H2O,C11874 + 3 C03024 + 3 C00007 <=> C11857 + 3 C03161 + 4 C00001,TRUE,1.14.14.107,chr_2090,
R00431,GTP + Oxaloacetate <=> GDP + Phosphoenolpyruvate + CO2,C00044 + C00036 <=> C00035 + C00074 + C00011,FALSE,4.1.1.32,chr_2122,rn00010;rn00020;rn00620
R00726,ITP + Oxaloacetate <=> IDP + Phosphoenolpyruvate + CO2,C00081 + C00036 <=> C00104 + C00074 + C00011,FALSE,4.1.1.32,chr_2122,rn00010;rn00020;rn00620
R05623,Trimethylamine + NADPH + H+ + Oxygen <=> Trimethylamine N-oxide + NADP+ + H2O,C00565 + C00005 + C00080 + C00007 <=> C01104 + C00006 + C00001,FALSE,1.14.13.148,chr_2147,rn00680
R03045,3-Hydroxypropionyl-CoA <=> Propenoyl-CoA + H2O,C05668 <=> C00894 + C00001,TRUE,4.2.1.17;4.2.1.116;4.2.1.-,( chr_2158 and chr_6957 ),rn00410;rn00640;rn00720
R03276,(S)-3-Hydroxybutanoyl-CoA <=> (R)-3-Hydroxybutanoyl-CoA,C01144 <=> C03561,TRUE,5.1.2.3,chr_2158,rn00071;rn00650
R04137,3-Hydroxyisovaleryl-CoA <=> 3-Methylcrotonyl-CoA + H2O,C05998 <=> C03069 + C00001,TRUE,4.2.1.17,( chr_2158 and chr_6957 ),rn00280
R04203,"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA + NAD+ <=> 2-Methylacetoacetyl-CoA + NADH + H+",C04405 + C00003 <=> C03344 + C00004 + C00080,TRUE,1.1.1.35;1.1.1.178,( chr_2158 and chr_5817 ),rn00280
R04204,"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA <=> 2-Methylbut-2-enoyl-CoA + H2O",C04405 <=> C03345 + C00001,FALSE,4.2.1.17,( chr_2158 and chr_6957 ),rn00280
R04224,2-Methylprop-2-enoyl-CoA + H2O <=> (S)-3-Hydroxyisobutyryl-CoA,C03460 + C00001 <=> C06000,FALSE,4.2.1.17,( chr_2158 and chr_6957 ),rn00280
R05305,3-Hydroxypimeloyl-CoA + NAD+ <=> 3-Oxopimeloyl-CoA + NADH + H+,C06714 + C00003 <=> C06715 + C00004 + C00080,FALSE,1.1.1.35;1.1.1.259,chr_2158,rn00362
R06411,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA + H2O <=> 3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",C11946 + C00001 <=> C11947,FALSE,4.2.1.17,( chr_2158 and chr_6957 ),rn00907
R06412,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA + H2O <=> 3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",C11945 + C00001 <=> C11947,FALSE,4.2.1.17,( chr_2158 and chr_6957 ),rn00907
R06942,5-Carboxy-2-pentenoyl-CoA + H2O <=> (3S)-3-Hydroxyadipyl-CoA,C14144 + C00001 <=> C14145,FALSE,4.2.1.17,( chr_2158 and chr_6957 ),rn00360;rn00930
R08093,"(2E)-5-Methylhexa-2,4-dienoyl-CoA + H2O <=> 3-Hydroxy-5-methylhex-4-enoyl-CoA",C16468 + C00001 <=> C16469,FALSE,4.2.1.17,( chr_2158 and chr_6957 ),rn00907
R08094,3-Hydroxy-5-methylhex-4-enoyl-CoA + NAD+ <=> 5-Methyl-3-oxo-4-hexenoyl-CoA + NADH + H+,C16469 + C00003 <=> C16471 + C00004 + C00080,FALSE,1.1.1.35,chr_2158,rn00907
R00908,beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate,C00099 + C00026 <=> C00222 + C00025,TRUE,2.6.1.19;2.6.1.55;2.6.1.120,( chr_2160 and chr_6801 ),rn00410;rn00640
R01648,4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate,C00334 + C00026 <=> C00232 + C00025,TRUE,2.6.1.19,( chr_2160 and chr_6801 ),rn00250;rn00650
R00264,"2,5-Dioxopentanoate + NADP+ + H2O <=> 2-Oxoglutarate + NADPH + H+",C00433 + C00006 + C00001 <=> C00026 + C00005 + C00080,FALSE,1.2.1.3;1.2.1.26,( chr_2164 and chr_5438 ),rn00040;rn00053;rn00470
R00631,Aldehyde + NAD+ + H2O <=> Fatty acid + NADH + H+,C00071 + C00003 + C00001 <=> C00162 + C00004 + C00080,TRUE,1.2.1.3;1.2.1.5,chr_2164,rn00071
R00710,Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+,C00084 + C00003 + C00001 <=> C00033 + C00004 + C00080,TRUE,1.2.1.3;1.2.1.5,chr_2164,rn00010;rn00620
R00904,3-Aminopropanal + NAD+ + H2O <=> beta-Alanine + NADH + H+,C05665 + C00003 + C00001 <=> C00099 + C00004 + C00080,FALSE,1.2.1.3;1.2.1.5;1.2.1.19,chr_2164,rn00410;rn00770
R01752,D-Glyceraldehyde + NAD+ + H2O <=> D-Glycerate + NADH + H+,C00577 + C00003 + C00001 <=> C00258 + C00004 + C00080,TRUE,1.2.1.3,chr_2164,rn00561
R01986,4-Aminobutyraldehyde + NADP+ + H2O <=> 4-Aminobutanoate + NADPH + H+,C00555 + C00006 + C00001 <=> C00334 + C00005 + C00080,FALSE,1.2.1.3,chr_2164,rn00330
R02549,4-Aminobutyraldehyde + NAD+ + H2O <=> 4-Aminobutanoate + NADH + H+,C00555 + C00003 + C00001 <=> C00334 + C00004 + C00080,FALSE,1.2.1.3;1.2.1.19;1.2.1.-,( chr_2164 and chr_4196 ),rn00330;rn00410
R02678,Indole-3-acetaldehyde + NAD+ + H2O <=> Indole-3-acetate + NADH + H+,C00637 + C00003 + C00001 <=> C00954 + C00004 + C00080,FALSE,1.2.1.3,chr_2164,rn00380
R02940,2-Propynal + NAD+ + H2O <=> Propynoate + NADH + H+,C05985 + C00003 + C00001 <=> C00804 + C00004 + C00080,TRUE,1.2.1.3,chr_2164,
R02957,D-Glucuronolactone + NAD+ + 2 H2O <=> D-Glucarate + NADH + H+,C02670 + C00003 + 2 C00001 <=> C00818 + C00004 + C00080,TRUE,1.2.1.3,chr_2164,rn00053
R03283,4-Trimethylammoniobutanal + NAD+ + H2O <=> 4-Trimethylammoniobutanoate + NADH + H+,C01149 + C00003 + C00001 <=> C01181 + C00004 + C00080,FALSE,1.2.1.3;1.2.1.47,chr_2164,rn00310
R03869,(S)-Methylmalonate semialdehyde + NAD+ + H2O <=> Methylmalonate + NADH + H+,C06002 + C00003 + C00001 <=> C02170 + C00004 + C00080,FALSE,1.2.1.3,chr_2164,rn00280
R04065,Imidazole-4-acetaldehyde + NAD+ + H2O <=> Imidazole-4-acetate + NADH + H+,C05130 + C00003 + C00001 <=> C02835 + C00004 + C00080,FALSE,1.2.1.3,chr_2164,rn00340
R04506,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al + NAD+ + H2O <=> 3alpha,7alpha-Dihydroxy-5beta-cholestanate + NADH + H+",C05445 + C00003 + C00001 <=> C04554 + C00004 + C00080,TRUE,1.2.1.3,chr_2164,
R04903,5-Hydroxyindoleacetaldehyde + NAD+ + H2O <=> 5-Hydroxyindoleacetate + H+ + NADH,C05634 + C00003 + C00001 <=> C05635 + C00080 + C00004,FALSE,1.2.1.3,chr_2164,rn00380
R05050,N4-Acetylaminobutanal + NAD+ + H2O <=> 4-Acetamidobutanoate + NADH + H+,C05936 + C00003 + C00001 <=> C02946 + C00004 + C00080,FALSE,1.2.1.3,chr_2164,rn00330
R05237,trans-3-Chloroallyl aldehyde + H2O <=> trans-3-Chloroacrylic acid + 2 H+,C06613 + C00001 <=> C06614 + 2 C00080,FALSE,1.2.1.3,chr_2164,rn00625
R05238,cis-3-Chloroallyl aldehyde + H2O <=> cis-3-Chloroacrylic acid + 2 H+,C16348 + C00001 <=> C06615 + 2 C00080,FALSE,1.2.1.3,chr_2164,rn00625
R05286,Chloroacetaldehyde + NAD+ + H2O <=> Chloroacetic acid + NADH + H+,C06754 + C00003 + C00001 <=> C06755 + C00004 + C00080,FALSE,1.2.1.3,chr_2164,rn00625
R06366,Perillyl aldehyde + H2O + NAD+ <=> Perillic acid + NADH + H+,C02576 + C00001 + C00003 <=> C11924 + C00004 + C00080,FALSE,1.2.1.3,chr_2164,rn00903
R08146,"2-trans,6-trans-Farnesal + NAD+ + H2O <=> Farnesoic acid + NADH + H+",C03461 + C00003 + C00001 <=> C16502 + C00004 + C00080,FALSE,1.2.1.3,chr_2164,rn00981
R07262,"1,4-Dihydroxy-2-naphthoyl-CoA + H2O <=> 1,4-Dihydroxy-2-naphthoate + CoA",C15547 + C00001 <=> C03657 + C00010,FALSE,3.1.2.28,chr_2180,rn00130
R00130,ATP + Dephospho-CoA <=> ADP + CoA,C00002 + C00882 <=> C00008 + C00010,FALSE,2.7.1.24,chr_2192,rn00770
R06946,Zeaxanthin + 2 Reduced ferredoxin + 2 H+ + Oxygen <=> Antheraxanthin + 2 Oxidized ferredoxin + H2O,C06098 + 2 C00138 + 2 C00080 + C00007 <=> C08579 + 2 C00139 + C00001,FALSE,1.14.15.21,chr_2198,rn00906
R06947,Antheraxanthin + 2 Reduced ferredoxin + 2 H+ + Oxygen <=> Violaxanthin + 2 Oxidized ferredoxin + H2O,C08579 + 2 C00138 + 2 C00080 + C00007 <=> C08614 + 2 C00139 + C00001,FALSE,1.14.15.21,chr_2198,rn00906
R10070,Zeaxanthin + 4 Reduced ferredoxin + 4 H+ + 2 Oxygen <=> Violaxanthin + 4 Oxidized ferredoxin + 2 H2O,C06098 + 4 C00138 + 4 C00080 + 2 C00007 <=> C08614 + 4 C00139 + 2 C00001,TRUE,1.14.15.21,chr_2198,
R01175,Butanoyl-CoA + FAD <=> FADH2 + Crotonoyl-CoA,C00136 + C00016 <=> C01352 + C00877,FALSE,1.3.3.6;1.3.8.1;1.3.8.7;1.3.99.-,( chr_2222 and chr_8198 ),rn00071;rn00650
R01279,Palmitoyl-CoA + FAD <=> trans-Hexadec-2-enoyl-CoA + FADH2,C00154 + C00016 <=> C05272 + C01352,FALSE,1.3.3.6;1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,( chr_2222 and chr_7105 and chr_8198 ),rn00071
R02661,2-Methylpropanoyl-CoA + Acceptor <=> 2-Methylprop-2-enoyl-CoA + Reduced acceptor,C00630 + C00028 <=> C03460 + C00030,FALSE,1.3.8.1;1.3.8.5;1.3.8.7;1.3.99.-,( chr_2222 and chr_7799 ),rn00280
R03172,(S)-2-Methylbutanoyl-CoA + Acceptor <=> 2-Methylbut-2-enoyl-CoA + Reduced acceptor,C15980 + C00028 <=> C03345 + C00030,FALSE,1.3.8.1;1.3.8.5;1.3.8.7,( chr_2222 and chr_7799 ),rn00280
R03777,Octanoyl-CoA + FAD <=> trans-Oct-2-enoyl-CoA + FADH2,C01944 + C00016 <=> C05276 + C01352,FALSE,1.3.3.6;1.3.8.7;1.3.8.8;1.3.99.-,( chr_2222 and chr_7105 and chr_8198 ),rn00071
R03857,Lauroyl-CoA + FAD <=> 2-trans-Dodecenoyl-CoA + FADH2,C01832 + C00016 <=> C03221 + C01352,FALSE,1.3.3.6;1.3.8.7;1.3.8.8;1.3.99.-,( chr_2222 and chr_7105 and chr_8198 ),rn00071
R03990,Tetradecanoyl-CoA + FAD <=> trans-Tetradec-2-enoyl-CoA + FADH2,C02593 + C00016 <=> C05273 + C01352,FALSE,1.3.3.6;1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,( chr_2222 and chr_7105 and chr_8198 ),rn00071
R04095,3-Methylbutanoyl-CoA + FAD <=> 3-Methylcrotonyl-CoA + FADH2,C02939 + C00016 <=> C03069 + C01352,FALSE,1.3.8.4;1.3.8.7,chr_2222,rn00280
R04751,Hexanoyl-CoA + FAD <=> trans-Hex-2-enoyl-CoA + FADH2,C05270 + C00016 <=> C05271 + C01352,FALSE,1.3.3.6;1.3.8.1;1.3.8.5;1.3.8.7;1.3.8.8;1.3.99.-,( chr_2222 and chr_7105 and chr_8198 ),rn00071
R04754,Decanoyl-CoA + FAD <=> trans-Dec-2-enoyl-CoA + FADH2,C05274 + C00016 <=> C05275 + C01352,FALSE,1.3.3.6;1.3.8.7;1.3.8.8;1.3.99.-,( chr_2222 and chr_7105 and chr_8198 ),rn00071
R00947,D-Glucose 1-phosphate + H2O <=> alpha-D-Glucose + Orthophosphate,C00103 + C00001 <=> C00267 + C00009,FALSE,3.1.3.10,chr_2224,rn00010
R01025,Choline + Acceptor <=> Betaine aldehyde + Reduced acceptor,C00114 + C00028 <=> C00576 + C00030,FALSE,1.1.99.1,chr_2235,rn00260;rn00670
R02565,Betaine aldehyde + NAD+ + H2O <=> Betaine + NADH + 2 H+,C00576 + C00003 + C00001 <=> C00719 + C00004 + 2 C00080,FALSE,1.2.1.8,chr_2237,rn00260;rn00670
R02566,Betaine aldehyde + NADP+ + H2O <=> Betaine + NADPH + 2 H+,C00576 + C00006 + C00001 <=> C00719 + C00005 + 2 C00080,FALSE,1.2.1.8,chr_2237,rn00260;rn00670
R02382,Tyramine + H2O + Oxygen <=> 4-Hydroxyphenylacetaldehyde + Ammonia + Hydrogen peroxide,C00483 + C00001 + C00007 <=> C03765 + C00014 + C00027,FALSE,1.4.3.4;1.4.3.21;1.4.3.-;1.4.9.2,( chr_2250 and chr_3317 ),rn00350
R02529,Aminoacetone + H2O + Oxygen <=> Methylglyoxal + Ammonia + Hydrogen peroxide,C01888 + C00001 + C00007 <=> C00546 + C00014 + C00027,FALSE,1.4.3.4;1.4.3.21,( chr_2250 and chr_3317 ),rn00260
R02613,Phenethylamine + Oxygen + H2O <=> Phenylacetaldehyde + Ammonia + Hydrogen peroxide,C05332 + C00007 + C00001 <=> C00601 + C00014 + C00027,TRUE,1.4.3.4;1.4.3.21,( chr_2250 and chr_3317 ),rn00360
R03139,"1,3-Diaminopropane + Oxygen + H2O <=> 3-Aminopropanal + Ammonia + Hydrogen peroxide",C00986 + C00007 + C00001 <=> C05665 + C00014 + C00027,FALSE,1.4.3.21;1.4.3.22,chr_2250,rn00410
R04027,N-Methylputrescine + Oxygen + H+ <=> 1-Methylpyrrolinium + Hydrogen peroxide + Ammonia,C02723 + C00007 + C00080 <=> C06178 + C00027 + C00014,FALSE,1.4.3.21,chr_2250,rn00960
R04300,"Dopamine + H2O + Oxygen <=> 3,4-Dihydroxyphenylacetaldehyde + Ammonia + Hydrogen peroxide",C03758 + C00001 + C00007 <=> C04043 + C00014 + C00027,FALSE,1.4.3.4;1.4.3.21;1.4.3.-;1.4.9.2,( chr_2250 and chr_3317 ),rn00350;rn00950
R06154,Methylamine + Oxygen + H2O <=> Formaldehyde + Ammonia + Hydrogen peroxide,C00218 + C00007 + C00001 <=> C00067 + C00014 + C00027,TRUE,1.4.3.21,chr_2250,
R06740,Cadaverine + H2O + Oxygen <=> 5-Aminopentanal + Ammonia + Hydrogen peroxide,C01672 + C00001 + C00007 <=> C12455 + C00014 + C00027,FALSE,1.4.3.21,chr_2250,rn00960
R00261,L-Glutamate <=> 4-Aminobutanoate + CO2,C00025 <=> C00334 + C00011,FALSE,4.1.1.15,chr_2253,rn00250;rn00650
R01682,L-Cysteate <=> Taurine + CO2,C00506 <=> C00245 + C00011,FALSE,4.1.1.15;4.1.1.29;4.1.1.122,chr_2253,rn00430
R02466,3-Sulfino-L-alanine <=> Hypotaurine + CO2,C00606 <=> C00519 + C00011,FALSE,4.1.1.15;4.1.1.29,chr_2253,rn00430
R01179,Butanoyl-CoA + Acetate <=> Butanoic acid + Acetyl-CoA,C00136 + C00033 <=> C00246 + C00024,TRUE,2.8.3.8,( chr_2259 and chr_3352 ),rn00650
R01359,Acetoacetyl-CoA + Acetate <=> Acetoacetate + Acetyl-CoA,C00332 + C00033 <=> C00164 + C00024,TRUE,2.8.3.8,( chr_2259 and chr_3352 ),rn00650
R07832,3-Hydroxy-5-oxohexanoate + Acetyl-CoA <=> 3-Hydroxy-5-oxohexanoyl-CoA + Acetate,C16272 + C00024 <=> C16273 + C00033,FALSE,2.8.3.8,( chr_2259 and chr_3352 ),rn00627
R04428,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] <=> But-2-enoyl-[acyl-carrier protein] + H2O,C04618 <=> C04246 + C00001,TRUE,2.3.1.85;2.3.1.86;2.3.1.-;4.2.1.59;4.2.1.-,( chr_2263 and chr_5497 ),rn00061
R04535,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] <=> trans-Dec-2-enoyl-[acp] + H2O,C04619 <=> C05754 + C00001,TRUE,2.3.1.85;2.3.1.86;2.3.1.-;4.2.1.59;4.2.1.-,( chr_2263 and chr_5497 ),rn00061
R04537,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] <=> trans-Oct-2-enoyl-[acp] + H2O,C04620 <=> C05751 + C00001,TRUE,2.3.1.85;2.3.1.86;2.3.1.-;4.2.1.59;4.2.1.-,( chr_2263 and chr_5497 ),rn00061
R04544,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] <=> trans-Hexadec-2-enoyl-[acp] + H2O,C04633 <=> C05763 + C00001,TRUE,2.3.1.85;2.3.1.86;2.3.1.-;4.2.1.59;4.2.1.-,( chr_2263 and chr_5497 ),rn00061
R04568,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <=> trans-Tetradec-2-enoyl-[acp] + H2O,C04688 <=> C05760 + C00001,TRUE,2.3.1.85;2.3.1.86;2.3.1.-;4.2.1.59;4.2.1.-,( chr_2263 and chr_5497 ),rn00061
R04954,(3R)-3-Hydroxyhexanoyl-[acyl-carrier protein] <=> trans-Hex-2-enoyl-[acp] + H2O,C05747 <=> C05748 + C00001,TRUE,2.3.1.85;2.3.1.86;2.3.1.-;4.2.1.59;4.2.1.-,( chr_2263 and chr_5497 ),rn00061
R04965,(3R)-3-Hydroxydodecanoyl-[acyl-carrier protein] <=> trans-Dodec-2-enoyl-[acp] + H2O,C05757 <=> C05758 + C00001,TRUE,2.3.1.85;2.3.1.86;2.3.1.-;4.2.1.59;4.2.1.-,( chr_2263 and chr_5497 ),rn00061
R10208,"(3R)-3-Hydroxyacyl-[acyl-carrier protein] <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + H2O",C01271 <=> C00693 + C00001,TRUE,4.2.1.59;4.2.1.-,chr_2263,rn00061
R00623,Primary alcohol + NAD+ <=> Aldehyde + NADH + H+,C00226 + C00003 <=> C00071 + C00004 + C00080,TRUE,1.1.1.1;1.1.1.71,( chr_2265 and chr_3260 ),rn00071
R00754,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,C00469 + C00003 <=> C00084 + C00004 + C00080,TRUE,1.1.1.1;1.1.1.71,( chr_2265 and chr_3119 and chr_3260 ),rn00010;rn00620
R02124,Retinol + NAD+ <=> Retinal + NADH + H+,C00473 + C00003 <=> C00376 + C00004 + C00080,TRUE,1.1.1.1;1.1.1.105,( chr_2265 and chr_3260 ),rn00830
R04805,"3alpha,7alpha,26-Trihydroxy-5beta-cholestane + NAD+ <=> 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al + NADH + H+",C05444 + C00003 <=> C05445 + C00004 + C00080,TRUE,1.1.1.1,chr_2265,
R04880,"3,4-Dihydroxyphenylethyleneglycol + NAD+ <=> 3,4-Dihydroxymandelaldehyde + NADH + H+",C05576 + C00003 <=> C05577 + C00004 + C00080,TRUE,1.1.1.1,( chr_2265 and chr_3260 ),rn00350
R05233,trans-3-Chloro-2-propene-1-ol + NAD+ <=> trans-3-Chloroallyl aldehyde + NADH + H+,C06611 + C00003 <=> C06613 + C00004 + C00080,FALSE,1.1.1.1,( chr_2265 and chr_3260 ),rn00625
R05234,cis-3-Chloro-2-propene-1-ol + NAD+ <=> cis-3-Chloroallyl aldehyde + NADH + H+,C06612 + C00003 <=> C16348 + C00004 + C00080,FALSE,1.1.1.1,( chr_2265 and chr_3260 ),rn00625
R06917,1-Hydroxymethylnaphthalene + NAD+ <=> 1-Naphthaldehyde + NADH + H+,C14089 + C00003 <=> C14090 + C00004 + C00080,FALSE,1.1.1.1,( chr_2265 and chr_3260 ),rn00626
R06927,(2-Naphthyl)methanol + NAD+ <=> 2-Naphthaldehyde + NADH + H+,C02909 + C00003 <=> C14099 + C00004 + C00080,FALSE,1.1.1.1,( chr_2265 and chr_3260 ),rn00626
R07105,Chloral hydrate + NADH + H+ <=> Trichloroethanol + NAD+ + H2O,C06899 + C00004 + C00080 <=> C07490 + C00003 + C00001,FALSE,1.1.1.1,( chr_2265 and chr_3260 ),rn00980
R08281,Aldophosphamide + NADH + H+ <=> Alcophosphamide + NAD+,C07645 + C00004 + C00080 <=> C16551 + C00003,FALSE,1.1.1.1,( chr_2265 and chr_3260 ),rn00982
R08306,"2-Phenyl-1,3-propanediol monocarbamate + NAD+ <=> 3-Carbamoyl-2-phenylpropionaldehyde + NADH + H+",C16586 + C00003 <=> C16587 + C00004 + C00080,FALSE,1.1.1.1,( chr_2265 and chr_3260 ),rn00982
R08310,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one + NAD+ <=> 5-Phenyl-1,3-oxazinane-2,4-dione + NADH + H+",C16595 + C00003 <=> C16596 + C00004 + C00080,FALSE,1.1.1.1,( chr_2265 and chr_3260 ),rn00982
R05287,Chloroacetic acid + H2O <=> Glycolate + Hydrochloric acid,C06755 + C00001 <=> C00160 + C01327,FALSE,3.8.1.2;3.8.1.3,( chr_2266 and chr_4094 ),rn00361;rn00625
R11357,Cholest-4-en-3-one + 6 Reduced ferredoxin + 6 H+ + 3 Oxygen <=> Delta4-Dafachronic acid + 6 Oxidized ferredoxin + 4 H2O,C00599 + 6 C00138 + 6 C00080 + 3 C00007 <=> C21076 + 6 C00139 + 4 C00001,FALSE,1.14.15.29,chr_2330,rn00984
R09955,"5-Androstene-3,17-dione <=> Androstenedione",C20252 <=> C00280,FALSE,5.3.3.1,chr_2331,rn00984
R06363,Penicillin + H2O <=> Penicilloic acid,C00395 + C00001 <=> C06567,FALSE,3.5.2.6,chr_2348,rn00311
R01374,D-Phenylalanine + H2O + Quinone <=> Phenylpyruvate + Ammonia + Hydroquinone,C02265 + C00001 + C15602 <=> C00166 + C00014 + C15603,FALSE,1.4.5.1,chr_2383,rn00360;rn00470
R09493,D-Amino acid + H2O + Quinone <=> 2-Oxo acid + Ammonia + Hydroquinone,C00405 + C00001 + C15602 <=> C00161 + C00014 + C15603,TRUE,1.4.5.1,chr_2383,
R03443,N-Acetyl-L-glutamate 5-semialdehyde + Orthophosphate + NADP+ <=> N-Acetyl-L-glutamate 5-phosphate + NADPH + H+,C01250 + C00009 + C00006 <=> C04133 + C00005 + C00080,FALSE,1.2.1.38,chr_2393,rn00220
R00259,Acetyl-CoA + L-Glutamate <=> CoA + N-Acetyl-L-glutamate,C00024 + C00025 <=> C00010 + C00624,FALSE,2.3.1.1,( chr_2395 and chr_6680 ),rn00220
R02282,N-Acetylornithine + L-Glutamate <=> L-Ornithine + N-Acetyl-L-glutamate,C00437 + C00025 <=> C00077 + C00624,TRUE,2.3.1.35,chr_2395,rn00220
R02649,ATP + N-Acetyl-L-glutamate <=> ADP + N-Acetyl-L-glutamate 5-phosphate,C00002 + C00624 <=> C00008 + C04133,FALSE,2.7.2.8,chr_2396,rn00220
R02283,N-Acetylornithine + 2-Oxoglutarate <=> N-Acetyl-L-glutamate 5-semialdehyde + L-Glutamate,C00437 + C00026 <=> C01250 + C00025,FALSE,2.6.1.11,chr_2397,rn00220
R04475,"N-Succinyl-LL-2,6-diaminoheptanedioate + 2-Oxoglutarate <=> N-Succinyl-2-L-amino-6-oxoheptanedioate + L-Glutamate",C04421 + C00026 <=> C04462 + C00025,TRUE,2.6.1.17,( chr_2397 and chr_7780 ),rn00300
R01398,Carbamoyl phosphate + L-Ornithine <=> Orthophosphate + L-Citrulline,C00169 + C00077 <=> C00009 + C00327,FALSE,2.1.3.3,chr_2398,rn00220
R01086,N-(L-Arginino)succinate <=> Fumarate + L-Arginine,C03406 <=> C00122 + C00062,FALSE,4.3.2.1,chr_2401,rn00220;rn00250
R00841,sn-Glycerol 3-phosphate + H2O <=> Glycerol + Orthophosphate,C00093 + C00001 <=> C00116 + C00009,FALSE,3.1.3.21,chr_2406,rn00561
R00104,ATP + NAD+ <=> ADP + NADP+,C00002 + C00003 <=> C00008 + C00006,FALSE,2.7.1.23,chr_2409,rn00760
R00571,ATP + UTP + Ammonia <=> ADP + Orthophosphate + CTP,C00002 + C00075 + C00014 <=> C00008 + C00009 + C00063,FALSE,6.3.4.2,chr_2413,rn00240
R00573,ATP + UTP + L-Glutamine + H2O <=> ADP + Orthophosphate + CTP + L-Glutamate,C00002 + C00075 + C00064 + C00001 <=> C00008 + C00009 + C00063 + C00025,FALSE,6.3.4.2,chr_2413,rn00240
R00512,ATP + CMP <=> ADP + CDP,C00002 + C00055 <=> C00008 + C00112,TRUE,2.7.4.14;2.7.4.25,chr_2423,rn00240
R01665,ATP + dCMP <=> ADP + dCDP,C00002 + C00239 <=> C00008 + C00705,TRUE,2.7.4.14;2.7.4.25,chr_2423,rn00240
R01513,3-Phospho-D-glycerate + NAD+ <=> 3-Phosphonooxypyruvate + NADH + H+,C00197 + C00003 <=> C03232 + C00004 + C00080,TRUE,1.1.1.95,chr_2437,rn00260;rn00270;rn00680
R01012,Phosphoenolpyruvate + Glycerone <=> Pyruvate + Glycerone phosphate,C00074 + C00184 <=> C00022 + C00111,FALSE,2.7.1.121,( chr_2439 and chr_6999 and chr_7000 ),rn00561
R02262,L-Fuculose 1-phosphate <=> Glycerone phosphate + (S)-Lactaldehyde,C01099 <=> C00111 + C00424,FALSE,4.1.2.17,chr_2441,rn00051
R12696,D-Ribulose 1-phosphate <=> Glycerone phosphate + Glycolaldehyde,C22337 <=> C00111 + C00266,FALSE,4.1.2.17;4.1.2.-,chr_2441,rn00040;rn00630
R01123,Isopentenyl diphosphate <=> Dimethylallyl diphosphate,C00129 <=> C00235,TRUE,5.3.3.2,chr_2448,rn00900
R00669,N-Acetylornithine + H2O <=> Acetate + L-Ornithine,C00437 + C00001 <=> C00033 + C00077,FALSE,3.5.1.14;3.5.1.16,( chr_2449 and chr_7469 ),rn00220
R10553,S-Substituted N-acetyl-L-cysteine + H2O <=> S-Substituted L-cysteine + Acetate,C05727 + C00001 <=> C05726 + C00033,TRUE,3.5.1.14;3.5.1.114,chr_2449,
R11428,cis-4-Hydroxy-D-proline + Acceptor <=> 1-Pyrroline-4-hydroxy-2-carboxylate + Reduced acceptor,C03440 + C00028 <=> C04282 + C00030,FALSE,1.5.99.-,( chr_2453 and chr_2455 ),rn00470
R00374,Glycine + 2 Acceptor <=> Cyanide ion + CO2 + 2 Reduced acceptor + H+,C00037 + 2 C00028 <=> C00177 + C00011 + 2 C00030 + C00080,TRUE,1.4.99.5,chr_2454,
R05704,Glycine + 2 Acceptor <=> Hydrogen cyanide + CO2 + 2 Reduced acceptor,C00037 + 2 C00028 <=> C01326 + C00011 + 2 C00030,FALSE,1.4.99.5,chr_2454,rn00460
R02280,"1-Pyrroline-4-hydroxy-2-carboxylate + H2O <=> 2,5-Dioxopentanoate + Ammonia",C04282 + C00001 <=> C00433 + C00014,FALSE,3.5.4.22,chr_2456,rn00470
R04374,trans-3-Hydroxy-L-proline <=> 1-Pyrroline-2-carboxylate + H2O,C05147 <=> C03564 + C00001,FALSE,4.2.1.77,chr_2457,rn00330
